City,State,Temperature_F_grouped,Visibility mi group,Weather Conditions,Distance mi,Duration min,Hour of Accident,Severity
Valley Springs,CA,51-60,6-10,Cloudy,0.01,133,16,2
Escondido,CA,51-60,6-10,Cloudy,0.03,138,8,2
Escondido,CA,51-60,6-10,Cloudy,0.03,149,8,2
Escondido,CA,51-60,6-10,Cloudy,0.17,149,8,2
Martinez,CA,51-60,6-10,Cloudy,0.04,129,9,2
Oakland,CA,51-60,6-10,Cloudy,0.1,129,13,2
Fresno,CA,51-60,6-10,Cloudy,0.26,135,11,2
Sacramento,CA,51-60,6-10,Cloudy,0.05,135,12,2
Santa Rosa,CA,51-60,6-10,Cloudy,0.02,137,11,2
Oakland,CA,51-60,6-10,Cloudy,0.2,138,12,2
Oakland,CA,51-60,6-10,Cloudy,0.87,141,13,2
Oakland,CA,51-60,6-10,Cloudy,0.66,146,13,2
Concord,CA,51-60,6-10,Cloudy,0.04,246,9,2
Geyserville,CA,51-60,6-10,Cloudy,0.39,22,12,2
Murrieta,CA,51-60,6-10,Cloudy,1.59,94,17,2
Ontario,CA,51-60,6-10,Cloudy,0.02,126,17,2
Ontario,CA,51-60,6-10,Cloudy,0.02,127,17,2
Yucaipa,CA,51-60,6-10,Cloudy,0.05,127,16,2
Ojai,CA,51-60,6-10,Cloudy,0.12,128,18,2
Geyserville,CA,51-60,6-10,Cloudy,0.29,129,12,2
San Diego,CA,51-60,6-10,Cloudy,0.09,129,18,2
Santa Rosa,CA,51-60,6-10,Cloudy,0.02,129,12,2
Carmichael,CA,51-60,6-10,Cloudy,0.03,131,11,2
San Jose,CA,51-60,6-10,Cloudy,0.05,131,17,2
Healdsburg,CA,51-60,6-10,Cloudy,0.12,133,12,2
Redwood City,CA,51-60,6-10,Cloudy,1.16,133,13,2
San Lorenzo,CA,51-60,6-10,Cloudy,0.13,134,13,2
Bakersfield,CA,51-60,6-10,Cloudy,0.05,135,14,2
Diamond Bar,CA,51-60,6-10,Cloudy,0.24,141,10,2
San Jose,CA,51-60,6-10,Cloudy,0.05,151,17,2
Oakland,CA,51-60,6-10,Cloudy,0.31,14,13,2
San Diego,CA,51-60,6-10,Cloudy,0.65,26,18,2
Carson,CA,51-60,6-10,Cloudy,1.91,39,18,2
Sun Valley,CA,51-60,6-10,Cloudy,1.07,85,14,2
San Dimas,CA,51-60,6-10,Cloudy,0.03,128,16,2
Wilton,CA,51-60,6-10,Cloudy,0.03,128,12,2
Concord,CA,51-60,6-10,Cloudy,0.18,129,12,2
Covina,CA,51-60,6-10,Cloudy,0.06,131,16,2
El Dorado Hills,CA,51-60,6-10,Cloudy,0.01,131,12,2
Sacramento,CA,51-60,6-10,Cloudy,0.12,131,14,2
Healdsburg,CA,51-60,6-10,Cloudy,0.04,132,17,2
Temecula,CA,51-60,6-10,Cloudy,0.25,132,16,2
Glendora,CA,51-60,6-10,Cloudy,0.25,135,16,2
Pomona,CA,51-60,6-10,Cloudy,0.01,135,16,2
Santa Maria,CA,51-60,6-10,Cloudy,0.09,136,12,2
Pomona,CA,51-60,6-10,Cloudy,0.01,145,16,2
San Mateo,CA,51-60,6-10,Cloudy,7.15,150,14,2
Palo Alto,CA,51-60,6-10,Cloudy,1.05,178,16,2
Sacramento,CA,51-60,6-10,Cloudy,2.44,184,15,2
Redwood City,CA,51-60,6-10,Cloudy,1.77,192,15,2
Ontario,CA,51-60,6-10,Cloudy,2.54,351,13,2
Union City,CA,51-60,6-10,Cloudy,5.01,401,13,2
Los Alamitos,CA,51-60,6-10,Cloudy,0.02,1066,18,2
Geyserville,CA,51-60,6-10,Cloudy,0.72,22,13,2
Stockton,CA,51-60,6-10,Cloudy,0.66,26,11,2
Escondido,CA,51-60,6-10,Cloudy,0.52,31,9,2
San Diego,CA,51-60,6-10,Cloudy,0.96,36,15,2
Escondido,CA,51-60,6-10,Cloudy,0.99,54,9,2
Bakersfield,CA,51-60,6-10,Cloudy,0.02,127,15,2
Del Mar,CA,51-60,6-10,Cloudy,0.39,128,15,2
Isleton,CA,51-60,6-10,Cloudy,0.07,128,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.03,130,13,2
Modesto,CA,51-60,6-10,Cloudy,0.05,130,13,2
Emeryville,CA,51-60,6-10,Cloudy,0.14,131,14,2
Concord,CA,51-60,6-10,Cloudy,2.32,132,17,2
Santa Rosa,CA,51-60,6-10,Cloudy,0.06,134,11,2
Tulare,CA,51-60,6-10,Cloudy,0.51,134,13,2
Escondido,CA,51-60,6-10,Cloudy,0.99,135,9,2
Ventura,CA,51-60,6-10,Cloudy,0.13,135,14,2
Hayward,CA,51-60,6-10,Cloudy,0.19,140,13,2
Malibu,CA,51-60,6-10,Cloudy,0.12,140,14,2
Martinez,CA,51-60,6-10,Cloudy,0.42,143,17,2
Oakland,CA,51-60,6-10,Cloudy,2.45,150,16,2
Stockton,CA,51-60,6-10,Cloudy,0.87,162,11,2
Stockton,CA,51-60,6-10,Cloudy,0.73,164,11,2
Vista,CA,51-60,6-10,Cloudy,0.08,167,10,2
Del Mar,CA,51-60,6-10,Cloudy,0.39,194,15,2
Castro Valley,CA,51-60,6-10,Cloudy,5.7,267,13,2
Sacramento,CA,51-60,6-10,Cloudy,0.88,27,14,2
Santa Cruz,CA,51-60,6-10,Cloudy,1.6,39,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.82,102,12,2
Hollister,CA,51-60,6-10,Cloudy,0.04,125,16,2
South Gate,CA,51-60,6-10,Cloudy,0.07,125,12,2
Galt,CA,51-60,6-10,Cloudy,0.02,128,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.07,128,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.24,128,14,2
Hawthorne,CA,51-60,6-10,Cloudy,0.81,129,9,2
Sacramento,CA,51-60,6-10,Cloudy,0.07,129,14,2
Garden Grove,CA,51-60,6-10,Cloudy,0.23,132,18,2
Los Angeles,CA,51-60,6-10,Cloudy,0.11,132,12,2
Sacramento,CA,51-60,6-10,Cloudy,0.89,132,14,2
Fresno,CA,51-60,6-10,Cloudy,0.04,134,18,2
Huntington Beach,CA,51-60,6-10,Cloudy,0.11,134,18,2
San Francisco,CA,51-60,6-10,Cloudy,1.09,135,13,2
Sacramento,CA,51-60,6-10,Cloudy,1.23,138,14,2
Castro Valley,CA,51-60,6-10,Cloudy,0.04,140,14,2
Orangevale,CA,51-60,6-10,Cloudy,0.09,141,13,2
Sacramento,CA,51-60,6-10,Cloudy,0.53,141,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.95,147,14,2
Hollister,CA,51-60,6-10,Cloudy,0.01,150,16,2
Sacramento,CA,51-60,6-10,Cloudy,0.03,161,13,2
Hollister,CA,51-60,6-10,Cloudy,0.01,194,16,2
Union City,CA,51-60,6-10,Cloudy,0.88,204,16,2
Santa Cruz,CA,51-60,6-10,Cloudy,6.57,293,14,2
Rancho Cucamonga,CA,51-60,6-10,Cloudy,4.03,308,12,2
Fresno,CA,51-60,6-10,Cloudy,0.49,21,13,2
Fresno,CA,51-60,6-10,Cloudy,0.66,22,15,2
Delano,CA,51-60,6-10,Cloudy,0.71,23,15,2
Fresno,CA,51-60,6-10,Cloudy,0.89,127,15,2
San Diego,CA,51-60,6-10,Cloudy,0.09,128,13,2
Cutler,CA,51-60,6-10,Cloudy,0.07,130,15,2
Selma,CA,51-60,6-10,Cloudy,0.01,131,15,2
Woodland,CA,51-60,6-10,Cloudy,0.13,132,13,2
Salinas,CA,51-60,6-10,Cloudy,0.01,137,17,2
Delano,CA,51-60,6-10,Cloudy,0.08,143,16,2
Cutler,CA,51-60,6-10,Cloudy,0.02,146,13,2
Madera,CA,51-60,6-10,Cloudy,0.07,171,12,2
Escondido,CA,51-60,6-10,Cloudy,0.07,191,16,2
San Leandro,CA,51-60,6-10,Cloudy,0.73,210,15,2
Oakland,CA,51-60,6-10,Cloudy,1.68,240,15,2
Danville,CA,51-60,6-10,Cloudy,11.46,280,14,2
Danville,CA,51-60,6-10,Cloudy,11.22,281,14,2
Walnut Creek,CA,51-60,6-10,Cloudy,2.76,351,14,2
Lafayette,CA,51-60,6-10,Cloudy,3.42,356,13,2
Sacramento,CA,51-60,6-10,Cloudy,0.64,23,17,2
Bakersfield,CA,51-60,6-10,Cloudy,0.98,36,11,2
Rio Vista,CA,51-60,6-10,Cloudy,1.15,61,14,2
Los Angeles,CA,51-60,6-10,Cloudy,4.53,87,12,2
Costa Mesa,CA,51-60,6-10,Cloudy,5.54,91,15,2
Anaheim,CA,51-60,6-10,Cloudy,0.16,125,18,2
Bakersfield,CA,51-60,6-10,Cloudy,0.07,125,11,2
El Monte,CA,51-60,6-10,Cloudy,0.13,125,18,2
Concord,CA,51-60,6-10,Cloudy,0.16,126,17,2
Oakland,CA,51-60,6-10,Cloudy,0.04,127,15,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,128,17,2
Rosemead,CA,51-60,6-10,Cloudy,0.02,128,18,2
Bakersfield,CA,51-60,6-10,Cloudy,0.08,129,11,2
Irvine,CA,51-60,6-10,Cloudy,1.73,129,16,2
Sacramento,CA,51-60,6-10,Cloudy,0.06,130,16,2
Bakersfield,CA,51-60,6-10,Cloudy,0.06,131,11,2
Rio Linda,CA,51-60,6-10,Cloudy,0.12,131,17,2
Carmichael,CA,51-60,6-10,Cloudy,0.06,133,17,2
Tustin,CA,51-60,6-10,Cloudy,0.75,133,15,2
Newark,CA,51-60,6-10,Cloudy,1.09,134,17,2
San Jose,CA,51-60,6-10,Cloudy,0.92,136,15,2
Los Angeles,CA,51-60,6-10,Cloudy,1.28,139,12,2
Bakersfield,CA,51-60,6-10,Cloudy,0.85,140,11,2
Fairfield,CA,51-60,6-10,Cloudy,1.04,147,13,2
Newark,CA,51-60,6-10,Cloudy,1.1,153,17,2
Tustin,CA,51-60,6-10,Cloudy,0.69,154,15,2
Santa Ana,CA,51-60,6-10,Cloudy,1.06,156,15,2
Costa Mesa,CA,51-60,6-10,Cloudy,11.38,160,15,2
Tustin,CA,51-60,6-10,Cloudy,0.93,161,15,2
Sacramento,CA,51-60,6-10,Cloudy,0.7,166,17,2
Santa Ana,CA,51-60,6-10,Cloudy,0.84,170,15,2
Sacramento,CA,51-60,6-10,Cloudy,0.8,175,17,2
Rio Vista,CA,51-60,6-10,Cloudy,0.07,179,13,2
Santa Ana,CA,51-60,6-10,Cloudy,1.1,185,15,2
Santa Ana,CA,51-60,6-10,Cloudy,3.75,204,15,2
Tustin,CA,51-60,6-10,Cloudy,0.85,211,15,2
Santa Ana,CA,51-60,6-10,Cloudy,3.9,226,15,2
Sacramento,CA,51-60,6-10,Cloudy,1.03,236,17,2
Santa Ana,CA,51-60,6-10,Cloudy,5.85,242,15,2
Santa Ana,CA,51-60,6-10,Cloudy,1.08,244,15,2
Santa Ana,CA,51-60,6-10,Cloudy,0.93,245,15,2
Santa Ana,CA,51-60,6-10,Cloudy,0.74,268,15,2
Fresno,CA,51-60,6-10,Cloudy,0.48,20,13,2
Madera,CA,51-60,6-10,Cloudy,0.2,21,12,2
San Diego,CA,51-60,6-10,Cloudy,3.24,43,15,2
San Jose,CA,51-60,6-10,Cloudy,0.18,126,17,2
Fresno,CA,51-60,6-10,Cloudy,0.03,128,13,2
Long Beach,CA,51-60,6-10,Cloudy,0.25,130,18,2
Richmond,CA,51-60,6-10,Cloudy,0.93,133,16,2
Compton,CA,51-60,6-10,Cloudy,0.02,134,17,2
Richmond,CA,51-60,6-10,Cloudy,1.11,137,16,2
Compton,CA,51-60,6-10,Cloudy,0.01,141,17,2
Artesia,CA,51-60,6-10,Cloudy,0.07,157,9,2
Riverside,CA,51-60,6-10,Cloudy,0.96,189,13,2
Seal Beach,CA,51-60,6-10,Cloudy,0.89,202,15,2
San Diego,CA,51-60,6-10,Cloudy,1.93,225,14,2
Riverside,CA,51-60,6-10,Cloudy,0.84,252,14,2
Occidental,CA,51-60,6-10,Cloudy,0.1,1475,15,2
San Diego,CA,61-70,6-10,Cloudy,0.48,13,13,2
San Jose,CA,61-70,6-10,Cloudy,1.15,22,14,2
Los Angeles,CA,61-70,6-10,Cloudy,1.69,23,14,2
Costa Mesa,CA,61-70,6-10,Cloudy,0.71,25,10,2
Santa Ana,CA,61-70,6-10,Cloudy,0.78,25,12,2
San Diego,CA,61-70,6-10,Cloudy,0.84,27,14,2
Santa Ana,CA,61-70,6-10,Cloudy,1.99,53,12,2
Sherman Oaks,CA,61-70,6-10,Cloudy,1.64,72,14,2
San Diego,CA,61-70,6-10,Cloudy,0.2,125,13,2
Costa Mesa,CA,61-70,6-10,Cloudy,0.85,128,10,2
Galt,CA,61-70,6-10,Cloudy,0.37,128,16,2
Tracy,CA,61-70,6-10,Cloudy,0.02,128,15,2
Los Angeles,CA,61-70,6-10,Cloudy,0.81,129,14,2
Sacramento,CA,61-70,6-10,Cloudy,0.04,130,16,2
Sherman Oaks,CA,61-70,6-10,Cloudy,0.3,130,14,2
Fullerton,CA,61-70,6-10,Cloudy,0.03,131,17,2
San Diego,CA,61-70,6-10,Cloudy,0.03,131,13,2
San Marino,CA,61-70,6-10,Cloudy,0.01,131,18,2
Downey,CA,61-70,6-10,Cloudy,0.03,132,12,2
West Sacramento,CA,61-70,6-10,Cloudy,0.1,132,15,2
Woodland Hills,CA,61-70,6-10,Cloudy,0.15,132,14,2
Homeland,CA,61-70,6-10,Cloudy,0.03,133,14,2
San Jose,CA,61-70,6-10,Cloudy,0.06,133,14,2
Los Angeles,CA,61-70,6-10,Cloudy,0.11,135,14,2
Pomona,CA,61-70,6-10,Cloudy,0.79,141,13,2
San Jose,CA,61-70,6-10,Cloudy,1.11,145,14,2
Galt,CA,61-70,6-10,Cloudy,0.17,155,16,2
Los Angeles,CA,61-70,6-10,Cloudy,0.96,156,14,2
Los Angeles,CA,61-70,6-10,Cloudy,0.71,160,14,2
Downey,CA,61-70,6-10,Cloudy,0.92,166,12,2
Sherman Oaks,CA,61-70,6-10,Cloudy,1.37,173,14,2
San Jose,CA,61-70,6-10,Cloudy,0.02,175,14,2
San Diego,CA,61-70,6-10,Cloudy,1.98,191,14,2
Los Angeles,CA,61-70,6-10,Cloudy,0.82,234,14,2
Los Angeles,CA,61-70,6-10,Cloudy,2.9,272,14,2
Fountain Valley,CA,61-70,6-10,Cloudy,4.87,299,10,2
San Diego,CA,61-70,6-10,Cloudy,0.33,20,15,2
Fresno,CA,61-70,6-10,Cloudy,0.74,31,14,2
Compton,CA,61-70,6-10,Cloudy,3.2,103,16,2
Gardena,CA,61-70,6-10,Cloudy,0.72,126,17,2
San Diego,CA,61-70,6-10,Cloudy,0.19,127,12,2
Los Alamitos,CA,61-70,6-10,Cloudy,0.07,128,16,2
San Diego,CA,61-70,6-10,Cloudy,0.14,128,15,2
Chino,CA,61-70,6-10,Cloudy,0.92,129,17,2
San Diego,CA,61-70,6-10,Cloudy,0.02,129,15,2
San Diego,CA,61-70,6-10,Cloudy,0.19,129,12,2
Chino,CA,61-70,6-10,Cloudy,0.15,132,17,2
Los Alamitos,CA,61-70,6-10,Cloudy,0.07,133,16,2
Sanger,CA,61-70,6-10,Cloudy,0.13,136,15,2
Rowland Heights,CA,61-70,6-10,Cloudy,0.24,141,16,2
San Diego,CA,61-70,6-10,Cloudy,0.15,141,15,2
Baldwin Park,CA,61-70,6-10,Cloudy,0.69,147,14,2
San Diego,CA,61-70,6-10,Cloudy,0.92,155,14,2
Los Angeles,CA,61-70,6-10,Cloudy,5.31,384,12,2
Inglewood,CA,61-70,6-10,Cloudy,2.06,414,12,2
Colton,CA,61-70,6-10,Cloudy,0.99,19,17,2
Long Beach,CA,61-70,6-10,Cloudy,1.95,103,14,2
Riverside,CA,61-70,6-10,Cloudy,0.05,126,16,2
Bloomington,CA,61-70,6-10,Cloudy,0.36,127,15,2
Chula Vista,CA,61-70,6-10,Cloudy,0.09,127,14,2
San Bernardino,CA,61-70,6-10,Cloudy,0.18,127,17,2
Long Beach,CA,61-70,6-10,Cloudy,0.14,128,15,2
March Air Reserve Base,CA,61-70,6-10,Cloudy,0.72,128,15,2
San Diego,CA,61-70,6-10,Cloudy,0.03,128,16,2
Bloomington,CA,61-70,6-10,Cloudy,0.06,129,14,2
San Diego,CA,61-70,6-10,Cloudy,0.1,129,16,2
Highland,CA,61-70,6-10,Cloudy,0.04,130,14,2
Riverside,CA,61-70,6-10,Cloudy,0.81,131,14,2
San Diego,CA,61-70,6-10,Cloudy,0.02,131,16,2
Taft,CA,61-70,6-10,Cloudy,0.09,131,13,2
Long Beach,CA,61-70,6-10,Cloudy,0.01,132,16,2
Riverside,CA,61-70,6-10,Cloudy,1.22,132,16,2
Running Springs,CA,61-70,6-10,Cloudy,0.01,132,16,2
Riverside,CA,61-70,6-10,Cloudy,0.29,136,15,2
San Diego,CA,61-70,6-10,Cloudy,0.03,137,13,2
Riverside,CA,61-70,6-10,Cloudy,0.29,143,15,2
Long Beach,CA,61-70,6-10,Cloudy,0.72,145,15,2
Rialto,CA,61-70,6-10,Cloudy,0.99,145,17,2
Chula Vista,CA,61-70,6-10,Cloudy,0.09,153,14,2
San Diego,CA,61-70,6-10,Cloudy,0.02,153,16,2
Rialto,CA,61-70,6-10,Cloudy,0.81,158,17,2
Rialto,CA,61-70,6-10,Cloudy,0.8,162,17,2
Paramount,CA,61-70,6-10,Cloudy,2.1,175,15,2
Bloomington,CA,61-70,6-10,Cloudy,1,211,15,2
Ontario,CA,61-70,6-10,Cloudy,0.81,216,15,2
Rialto,CA,61-70,6-10,Cloudy,0.81,217,17,2
Bloomington,CA,61-70,6-10,Cloudy,1.12,224,15,2
Riverside,CA,61-70,6-10,Cloudy,2.54,259,14,2
Riverside,CA,61-70,6-10,Cloudy,2.29,386,14,2
San Bernardino,CA,61-70,6-10,Cloudy,0.49,28,14,2
Baldwin Park,CA,61-70,6-10,Cloudy,1.83,108,10,2
South El Monte,CA,61-70,6-10,Cloudy,0.07,125,15,2
Anaheim,CA,61-70,6-10,Cloudy,0.02,129,10,2
Baldwin Park,CA,61-70,6-10,Cloudy,0.03,129,10,2
Lemoore,CA,61-70,6-10,Cloudy,0.87,131,15,2
Whittier,CA,61-70,6-10,Cloudy,0.05,131,10,2
Placentia,CA,61-70,6-10,Cloudy,0.17,132,15,2
Baldwin Park,CA,61-70,6-10,Cloudy,0.05,138,11,2
South El Monte,CA,61-70,6-10,Cloudy,0.07,148,15,2
Placentia,CA,61-70,6-10,Cloudy,0.88,162,15,2
Placentia,CA,61-70,6-10,Cloudy,0.87,187,15,2
Anaheim,CA,61-70,6-10,Cloudy,2.75,196,15,2
Buena Park,CA,61-70,6-10,Cloudy,5.4,117,13,2
Norwalk,CA,61-70,6-10,Cloudy,0.05,128,13,2
Anaheim,CA,61-70,6-10,Cloudy,0.1,132,13,2
La Puente,CA,61-70,6-10,Cloudy,0.07,132,14,2
Baldwin Park,CA,61-70,6-10,Cloudy,0.88,137,14,2
Anaheim,CA,61-70,6-10,Cloudy,0.1,146,13,2
Baldwin Park,CA,61-70,6-10,Cloudy,0.72,147,14,2
Whittier,CA,61-70,6-10,Cloudy,4.77,150,14,2
Norwalk,CA,61-70,6-10,Cloudy,0.05,168,13,2
Chino Hills,CA,61-70,6-10,Cloudy,0.65,131,16,2
Chino Hills,CA,61-70,6-10,Cloudy,3.74,131,16,2
Los Angeles,CA,61-70,6-10,Cloudy,4.18,440,12,2
La Puente,CA,61-70,6-10,Cloudy,0.1,133,14,2
Irvine,CA,61-70,6-10,Cloudy,0.02,131,11,2
Whittier,CA,71-80,6-10,Cloudy,6.84,294,14,2
San Luis Obispo,CA,51-60,6-10,Cloudy,0.29,126,18,2
Emeryville,CA,51-60,6-10,Cloudy,0.55,96,11,2
Santa Maria,CA,51-60,6-10,Cloudy,0.04,139,13,2
San Mateo,CA,51-60,6-10,Cloudy,0.06,131,15,2
Ridgecrest,CA,51-60,6-10,Cloudy,0.89,132,15,2
Sacramento,CA,51-60,6-10,Cloudy,0.01,126,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.01,153,14,2
Sacramento,CA,51-60,6-10,Cloudy,1.6,251,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.75,260,14,2
Truckee,CA,31-40,6-10,Rain,9.09,145,18,2
San Bernardino,CA,41-50,6-10,Rain,1.82,15,5,2
Lake Elsinore,CA,41-50,6-10,Rain,1.39,23,9,2
Lake Elsinore,CA,41-50,6-10,Rain,0.05,127,9,2
San Bernardino,CA,41-50,6-10,Rain,1.07,23,5,2
Isleton,CA,41-50,6-10,Rain,0.41,32,7,2
San Bernardino,CA,41-50,6-10,Rain,0.94,125,5,2
Colton,CA,41-50,6-10,Rain,0.05,129,5,2
Menlo Park,CA,41-50,6-10,Rain,0.01,132,7,2
Menlo Park,CA,41-50,6-10,Rain,0.01,137,7,2
San Bernardino,CA,41-50,6-10,Rain,0.12,139,5,2
Fairfield,CA,41-50,6-10,Rain,0.19,131,7,2
Exeter,CA,41-50,6-10,Rain,0.61,157,6,2
San Francisco,CA,51-60,6-10,Rain,0.92,129,10,2
Palo Alto,CA,41-50,6-10,Rain,1.81,23,9,2
Palo Alto,CA,41-50,6-10,Rain,0.21,131,8,2
Palo Alto,CA,41-50,6-10,Rain,1.23,182,8,2
Newark,CA,41-50,6-10,Rain,0.91,11,8,2
Newark,CA,41-50,6-10,Rain,0.91,13,8,2
Menlo Park,CA,41-50,6-10,Rain,7.03,67,8,2
Palo Alto,CA,41-50,6-10,Rain,2.18,177,12,2
Riverside,CA,41-50,6-10,Rain,0.03,141,15,2
Perris,CA,51-60,6-10,Rain,0.24,132,17,2
March Air Reserve Base,CA,51-60,6-10,Rain,1.13,145,17,2
March Air Reserve Base,CA,51-60,6-10,Rain,0.82,159,17,2
Escalon,CA,51-60,6-10,Thunderstorm,0.64,127,16,2
Bakersfield,CA,51-60,6-10,Thunderstorm,0.81,26,12,2
Bakersfield,CA,51-60,6-10,Thunderstorm,0.04,129,12,2
Oroville,CA,51-60,6-10,Thunderstorm,0.9,134,17,2
Tulare,CA,41-50,6-10,Thunderstorm,0.09,134,20,2
Los Banos,CA,51-60,6-10,Thunderstorm,0.7,131,16,2
Sacramento,CA,51-60,6-10,Thunderstorm,0.37,23,17,2
Corning,CA,51-60,6-10,Thunderstorm,0.13,135,16,2
Hayden,ID,41-50,6-10,Fair,0.25,127,20,2
Lewiston,ID,51-60,6-10,Cloudy,2.18,62,13,2
Crystal Bay,NV,21-30,6-10,Cloudy,0.5,130,9,2
Imlay,NV,31-40,6-10,Cloudy,2.61,53,11,2
Sparks,NV,31-40,6-10,Cloudy,1.45,130,16,2
Winnemucca,NV,31-40,6-10,Cloudy,0.97,594,14,2
Carlin,NV,41-50,6-10,Cloudy,0.97,131,15,2
Hawthorne,NV,41-50,6-10,Cloudy,0.43,26,16,2
Imlay,NV,21-30,6-10,Fair,8.13,119,7,2
Winnemucca,NV,21-30,6-10,Fair,2.23,134,8,2
Winnemucca,NV,21-30,6-10,Fair,2.23,135,8,2
Imlay,NV,21-30,6-10,Fair,1.54,140,8,2
Imlay,NV,21-30,6-10,Fair,1.12,149,8,2
Imlay,NV,21-30,6-10,Fair,0.9,152,8,2
Imlay,NV,21-30,6-10,Fair,0.81,162,8,2
Imlay,NV,21-30,6-10,Fair,17.41,197,7,2
Imlay,NV,21-30,6-10,Fair,1.54,203,8,2
Imlay,NV,21-30,6-10,Fair,2.16,205,8,2
Imlay,NV,21-30,6-10,Fair,1.72,235,8,2
Imlay,NV,21-30,6-10,Fair,0.81,247,8,2
Imlay,NV,21-30,6-10,Fair,1.48,357,8,2
Winnemucca,NV,21-30,6-10,Fair,0.17,132,7,2
Wells,NV,21-30,6-10,Fair,0.02,130,9,2
Zephyr Cove,NV,21-30,6-10,Fair,0.92,56,8,2
Zephyr Cove,NV,21-30,6-10,Fair,0.74,68,9,2
Zephyr Cove,NV,21-30,6-10,Fair,0.33,132,8,2
Zephyr Cove,NV,21-30,6-10,Fair,0.42,132,8,2
Winnemucca,NV,21-30,6-10,Fair,2.42,25,9,2
Crescent Valley,NV,21-30,6-10,Fair,0.71,132,8,2
Crescent Valley,NV,21-30,6-10,Fair,1.41,397,8,2
Crescent Valley,NV,21-30,6-10,Fair,1.79,406,8,2
Wells,NV,21-30,6-10,Fair,0.8,135,10,2
Imlay,NV,31-40,6-10,Fair,3.84,92,9,2
Crescent Valley,NV,31-40,6-10,Fair,1.49,12,12,2
Elko,NV,31-40,6-10,Fair,0.12,10819,11,2
Elko,NV,31-40,6-10,Light Precipitation,0.65,135,7,2
Elko,NV,31-40,6-10,Light Precipitation,0.44,145,7,2
Reno,NV,31-40,6-10,Light Precipitation,0.38,133,17,2
Reno,NV,31-40,6-10,Light Precipitation,0.38,141,17,2
Hawthorne,NV,41-50,6-10,Light Precipitation,0.11,132,16,2
Hawthorne,NV,41-50,6-10,Light Precipitation,0.17,132,16,2
Reno,NV,41-50,6-10,Light Precipitation,1.05,50,17,2
Reno,NV,41-50,6-10,Light Precipitation,0.17,131,17,2
Sparks,NV,41-50,6-10,Light Precipitation,2.94,24,14,2
Reno,NV,41-50,6-10,Light Precipitation,1.4,42,15,2
Sparks,NV,41-50,6-10,Light Precipitation,2.12,129,14,2
Sparks,NV,41-50,6-10,Light Precipitation,0.84,132,15,2
Sparks,NV,41-50,6-10,Light Precipitation,1.96,157,14,2
Reno,NV,41-50,6-10,Light Precipitation,1.08,438,11,2
Sparks,NV,31-40,6-10,Light Precipitation,6.65,190,16,2
Reno,NV,31-40,6-10,Cloudy,1.1,48,18,2
Fernley,NV,31-40,6-10,Cloudy,0.12,230,20,2
Spring Creek,NV,41-50,6-10,Cloudy,0.29,130,10,2
Wells,NV,41-50,6-10,Cloudy,1.08,133,10,2
Sparks,NV,41-50,6-10,Cloudy,0.74,128,15,2
Reno,NV,41-50,6-10,Cloudy,0.55,53,15,2
Sparks,NV,41-50,6-10,Cloudy,1.75,61,15,2
Sparks,NV,41-50,6-10,Cloudy,0.88,32,12,2
Reno,NV,51-60,6-10,Cloudy,0.23,132,16,2
Reno,NV,51-60,6-10,Cloudy,1.75,49,16,2
Golconda,NV,21-30,6-10,Cloudy,2.41,128,9,2
Golconda,NV,21-30,6-10,Cloudy,1.52,151,9,2
Golconda,NV,21-30,6-10,Cloudy,1.52,189,9,2
Golconda,NV,31-40,6-10,Cloudy,2.17,14,10,2
Golconda,NV,31-40,6-10,Cloudy,0.25,130,9,2
Wells,NV,31-40,6-10,Cloudy,1.24,134,14,2
Reno,NV,41-50,6-10,Cloudy,1,141,13,2
Reno,NV,41-50,6-10,Cloudy,0.1,13,13,2
Meacham,OR,21-30,6-10,Cloudy,3.36,83,6,2
La Grande,OR,21-30,6-10,Cloudy,2.99,129,5,2
Madras,OR,21-30,6-10,Cloudy,0.27,131,7,2
Prineville,OR,21-30,6-10,Cloudy,1.05,131,7,2
Sisters,OR,21-30,6-10,Cloudy,0.08,131,7,2
Sisters,OR,21-30,6-10,Cloudy,0.38,165,7,2
Chiloquin,OR,31-40,6-10,Cloudy,1.68,129,8,2
Bend,OR,31-40,6-10,Cloudy,0.18,241,20,2
Adel,OR,31-40,6-10,Cloudy,1.93,1898,16,2
Chiloquin,OR,31-40,6-10,Cloudy,0.65,137,20,2
Pendleton,OR,31-40,6-10,Cloudy,0.56,128,7,2
Pendleton,OR,31-40,6-10,Cloudy,6.5,59,7,2
Pendleton,OR,31-40,6-10,Cloudy,11.39,74,7,2
Pendleton,OR,31-40,6-10,Cloudy,1.48,133,7,2
Pendleton,OR,31-40,6-10,Cloudy,1.04,134,7,2
Pendleton,OR,31-40,6-10,Cloudy,1.48,139,7,2
Pendleton,OR,31-40,6-10,Cloudy,1.66,153,7,2
Pendleton,OR,31-40,6-10,Cloudy,2.33,306,7,2
